Event	ID	Name			Wwise Object Path	Notes
	236725868	Stop_mus_phantogeusia			\Default Work Unit\MusicStreaming\Stop_mus_phantogeusia	
	239250967	Play_mus_FreddysFanfare_80sSynth_elevator			\Default Work Unit\MusicStreaming\Play_mus_FreddysFanfare_80sSynth_elevator	
	428487280	Stop_MINI_GOLF_INTRO___FINAL___09_10_21			\Default Work Unit\MusicStreaming\Stop_MINI_GOLF_INTRO___FINAL___09_10_21	
	429560537	Play_mus_FreddysFanfare_80sSynth_elevator_sinkhole			\Default Work Unit\MusicStreaming\Play_mus_FreddysFanfare_80sSynth_elevator_sinkhole	
	598258058	Stop_mus_hour3_PostPrizeCounter			\Default Work Unit\MusicStreaming\Stop_mus_hour3_PostPrizeCounter	
	663513444	Play_mus_theNerveCutter			\Default Work Unit\MusicStreaming\Play_mus_theNerveCutter	
	701957048	Stop_mus_hour3_ChicaBathroom			\Default Work Unit\MusicStreaming\Stop_mus_hour3_ChicaBathroom	
	709504947	Stop_mus_FreddysFanfare_80sSynth_elevator_sinkhole			\Default Work Unit\MusicStreaming\Stop_mus_FreddysFanfare_80sSynth_elevator_sinkhole	
	739692312	Play_mus_FreddysFanfare_Organ			\Default Work Unit\MusicStreaming\Play_mus_FreddysFanfare_Organ	
	916771563	Stop_mus_DJMM_arcade			\Default Work Unit\MusicStreaming\Stop_mus_DJMM_arcade	
	973583313	Play_mus_DJMM_arcade			\Default Work Unit\MusicStreaming\Play_mus_DJMM_arcade	
	1035189163	Play_mus_silence			\Default Work Unit\MusicStreaming\Play_mus_silence	
	1101808264	Stop_mus_LMM_vent			\Default Work Unit\MusicStreaming\Stop_mus_LMM_vent	
	1120244337	Play_mus_hour3_AtriumExplore			\Default Work Unit\MusicStreaming\Play_mus_hour3_AtriumExplore	
	1177805636	Play_mus_foreverAndEver_old			\Default Work Unit\MusicStreaming\Play_mus_foreverAndEver_old	
	1271110762	Play_MINI_GOLF_INTRO___FINAL___09_10_21			\Default Work Unit\MusicStreaming\Play_MINI_GOLF_INTRO___FINAL___09_10_21	
	1315258658	Stop_mus_Atmosphere2			\Default Work Unit\MusicStreaming\Stop_mus_Atmosphere2	
